id,title,description,availability,condition,link,image_link,brand,google_product_category,size,price
1-JJB-03-339,Lattice Charm,Lattice Charm,in stock,new,https://www.beelittle.in/store/item/Lattice+Charm?id=13512,https://www.beelittle.in/aalam/stock/item/13512/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,275.0 INR
1-JJB-36-339,Lattice Charm,Lattice Charm,out of stock,new,https://www.beelittle.in/store/item/Lattice+Charm?id=13513,https://www.beelittle.in/aalam/stock/item/13513/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,299.0 INR
1-JJB-612-339,Lattice Charm,Lattice Charm,out of stock,new,https://www.beelittle.in/store/item/Lattice+Charm?id=13514,https://www.beelittle.in/aalam/stock/item/13514/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,299.0 INR
1-JJB-12-339,Lattice Charm,Lattice Charm,out of stock,new,https://www.beelittle.in/store/item/Lattice+Charm?id=13515,https://www.beelittle.in/aalam/stock/item/13515/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,320.0 INR
2-JJB-03-009,Olive Pop,Olive Pop,out of stock,new,https://www.beelittle.in/store/item/Olive+Pop?id=13516,https://www.beelittle.in/aalam/stock/item/13516/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,530.0 INR
2-JJB-36-009,Olive Pop,Olive Pop,out of stock,new,https://www.beelittle.in/store/item/Olive+Pop?id=13517,https://www.beelittle.in/aalam/stock/item/13517/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,580.0 INR
2-JJB-612-009,Olive Pop,Olive Pop,out of stock,new,https://www.beelittle.in/store/item/Olive+Pop?id=13518,https://www.beelittle.in/aalam/stock/item/13518/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,580.0 INR
2-JJB-12-009,Olive Pop,Olive Pop,out of stock,new,https://www.beelittle.in/store/item/Olive+Pop?id=13519,https://www.beelittle.in/aalam/stock/item/13519/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,620.0 INR
2-JJB-03-010,Peppy Dots,Peppy Dots,out of stock,new,https://www.beelittle.in/store/item/Peppy+Dots?id=13520,https://www.beelittle.in/aalam/stock/item/13520/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,530.0 INR
2-JJB-36-010,Peppy Dots,Peppy Dots,out of stock,new,https://www.beelittle.in/store/item/Peppy+Dots?id=13521,https://www.beelittle.in/aalam/stock/item/13521/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,580.0 INR
2-JJB-612-010,Peppy Dots,Peppy Dots,out of stock,new,https://www.beelittle.in/store/item/Peppy+Dots?id=13522,https://www.beelittle.in/aalam/stock/item/13522/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,580.0 INR
2-JJB-12-010,Peppy Dots,Peppy Dots,out of stock,new,https://www.beelittle.in/store/item/Peppy+Dots?id=13523,https://www.beelittle.in/aalam/stock/item/13523/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,620.0 INR
2-JJB-03-011,Green Arrows,Green Arrows,out of stock,new,https://www.beelittle.in/store/item/Green+Arrows?id=13524,https://www.beelittle.in/aalam/stock/item/13524/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,530.0 INR
2-JJB-36-011,Green Arrows,Green Arrows,out of stock,new,https://www.beelittle.in/store/item/Green+Arrows?id=13525,https://www.beelittle.in/aalam/stock/item/13525/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,580.0 INR
2-JJB-612-011,Green Arrows,Green Arrows,out of stock,new,https://www.beelittle.in/store/item/Green+Arrows?id=13526,https://www.beelittle.in/aalam/stock/item/13526/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,580.0 INR
2-JJB-12-011,Green Arrows,Green Arrows,out of stock,new,https://www.beelittle.in/store/item/Green+Arrows?id=13527,https://www.beelittle.in/aalam/stock/item/13527/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,620.0 INR
2-JJB-03-012,Blue Echo,Blue Echo,out of stock,new,https://www.beelittle.in/store/item/Blue+Echo?id=13528,https://www.beelittle.in/aalam/stock/item/13528/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,530.0 INR
2-JJB-36-012,Blue Echo,Blue Echo,out of stock,new,https://www.beelittle.in/store/item/Blue+Echo?id=13529,https://www.beelittle.in/aalam/stock/item/13529/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,580.0 INR
2-JJB-612-012,Blue Echo,Blue Echo,out of stock,new,https://www.beelittle.in/store/item/Blue+Echo?id=13530,https://www.beelittle.in/aalam/stock/item/13530/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,580.0 INR
2-JJB-12-012,Blue Echo,Blue Echo,out of stock,new,https://www.beelittle.in/store/item/Blue+Echo?id=13531,https://www.beelittle.in/aalam/stock/item/13531/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,620.0 INR
2-KSJ-03-023,Mini Wild Wonders,Mini Wild Wonders,out of stock,new,https://www.beelittle.in/store/item/Mini+Wild+Wonders?id=13532,https://www.beelittle.in/aalam/stock/item/13532/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-023,Mini Wild Wonders,Mini Wild Wonders,out of stock,new,https://www.beelittle.in/store/item/Mini+Wild+Wonders?id=13533,https://www.beelittle.in/aalam/stock/item/13533/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-023,Mini Wild Wonders,Mini Wild Wonders,in stock,new,https://www.beelittle.in/store/item/Mini+Wild+Wonders?id=13534,https://www.beelittle.in/aalam/stock/item/13534/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-023,Mini Wild Wonders,Mini Wild Wonders,out of stock,new,https://www.beelittle.in/store/item/Mini+Wild+Wonders?id=13535,https://www.beelittle.in/aalam/stock/item/13535/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-024,Plenty Animals,Plenty Animals,in stock,new,https://www.beelittle.in/store/item/Plenty+Animals?id=13536,https://www.beelittle.in/aalam/stock/item/13536/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-024,Plenty Animals,Plenty Animals,out of stock,new,https://www.beelittle.in/store/item/Plenty+Animals?id=13537,https://www.beelittle.in/aalam/stock/item/13537/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-024,Plenty Animals,Plenty Animals,in stock,new,https://www.beelittle.in/store/item/Plenty+Animals?id=13538,https://www.beelittle.in/aalam/stock/item/13538/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-024,Plenty Animals,Plenty Animals,in stock,new,https://www.beelittle.in/store/item/Plenty+Animals?id=13539,https://www.beelittle.in/aalam/stock/item/13539/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-025,Stripes & Spots,Stripes & Spots,out of stock,new,https://www.beelittle.in/store/item/Stripes+%26+Spots?id=13540,https://www.beelittle.in/aalam/stock/item/13540/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-025,Stripes & Spots,Stripes & Spots,out of stock,new,https://www.beelittle.in/store/item/Stripes+%26+Spots?id=13541,https://www.beelittle.in/aalam/stock/item/13541/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-025,Stripes & Spots,Stripes & Spots,out of stock,new,https://www.beelittle.in/store/item/Stripes+%26+Spots?id=13542,https://www.beelittle.in/aalam/stock/item/13542/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-025,Stripes & Spots,Stripes & Spots,out of stock,new,https://www.beelittle.in/store/item/Stripes+%26+Spots?id=13543,https://www.beelittle.in/aalam/stock/item/13543/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-026,Koala Clouds,Koala Clouds,out of stock,new,https://www.beelittle.in/store/item/Koala+Clouds?id=13544,https://www.beelittle.in/aalam/stock/item/13544/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-026,Koala Clouds,Koala Clouds,out of stock,new,https://www.beelittle.in/store/item/Koala+Clouds?id=13545,https://www.beelittle.in/aalam/stock/item/13545/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-026,Koala Clouds,Koala Clouds,out of stock,new,https://www.beelittle.in/store/item/Koala+Clouds?id=13546,https://www.beelittle.in/aalam/stock/item/13546/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-026,Koala Clouds,Koala Clouds,out of stock,new,https://www.beelittle.in/store/item/Koala+Clouds?id=13547,https://www.beelittle.in/aalam/stock/item/13547/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-027,Animal March,Animal March,out of stock,new,https://www.beelittle.in/store/item/Animal+March?id=13548,https://www.beelittle.in/aalam/stock/item/13548/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-027,Animal March,Animal March,out of stock,new,https://www.beelittle.in/store/item/Animal+March?id=13549,https://www.beelittle.in/aalam/stock/item/13549/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-027,Animal March,Animal March,out of stock,new,https://www.beelittle.in/store/item/Animal+March?id=13550,https://www.beelittle.in/aalam/stock/item/13550/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-027,Animal March,Animal March,out of stock,new,https://www.beelittle.in/store/item/Animal+March?id=13551,https://www.beelittle.in/aalam/stock/item/13551/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-029,Pink Parade,Pink Parade,out of stock,new,https://www.beelittle.in/store/item/Pink+Parade?id=13556,https://www.beelittle.in/aalam/stock/item/13556/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-029,Pink Parade,Pink Parade,out of stock,new,https://www.beelittle.in/store/item/Pink+Parade?id=13557,https://www.beelittle.in/aalam/stock/item/13557/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-029,Pink Parade,Pink Parade,out of stock,new,https://www.beelittle.in/store/item/Pink+Parade?id=13558,https://www.beelittle.in/aalam/stock/item/13558/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-029,Pink Parade,Pink Parade,out of stock,new,https://www.beelittle.in/store/item/Pink+Parade?id=13559,https://www.beelittle.in/aalam/stock/item/13559/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
2-KSJ-03-030,Dusty Safari,Dusty Safari,out of stock,new,https://www.beelittle.in/store/item/Dusty+Safari?id=13560,https://www.beelittle.in/aalam/stock/item/13560/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,425.0 INR
2-KSJ-36-030,Dusty Safari,Dusty Safari,out of stock,new,https://www.beelittle.in/store/item/Dusty+Safari?id=13561,https://www.beelittle.in/aalam/stock/item/13561/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,425.0 INR
2-KSJ-612-030,Dusty Safari,Dusty Safari,out of stock,new,https://www.beelittle.in/store/item/Dusty+Safari?id=13562,https://www.beelittle.in/aalam/stock/item/13562/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,440.0 INR
2-KSJ-12-030,Dusty Safari,Dusty Safari,out of stock,new,https://www.beelittle.in/store/item/Dusty+Safari?id=13563,https://www.beelittle.in/aalam/stock/item/13563/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,440.0 INR
1-SFR-03-039,Jungle Melody,Jungle Melody,out of stock,new,https://www.beelittle.in/store/item/Jungle+Melody?id=13564,https://www.beelittle.in/aalam/stock/item/13564/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,549.0 INR
1-SFR-36-039,Jungle Melody,Jungle Melody,out of stock,new,https://www.beelittle.in/store/item/Jungle+Melody?id=13565,https://www.beelittle.in/aalam/stock/item/13565/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-039,Jungle Melody,Jungle Melody,out of stock,new,https://www.beelittle.in/store/item/Jungle+Melody?id=13566,https://www.beelittle.in/aalam/stock/item/13566/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-039,Jungle Melody,Jungle Melody,out of stock,new,https://www.beelittle.in/store/item/Jungle+Melody?id=13567,https://www.beelittle.in/aalam/stock/item/13567/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-039,Jungle Melody,Jungle Melody,out of stock,new,https://www.beelittle.in/store/item/Jungle+Melody?id=13568,https://www.beelittle.in/aalam/stock/item/13568/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
1-SFR-03-040,Scarlet Scroll,Scarlet Scroll,out of stock,new,https://www.beelittle.in/store/item/Scarlet+Scroll?id=13569,https://www.beelittle.in/aalam/stock/item/13569/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,549.0 INR
1-SFR-36-040,Scarlet Scroll,Scarlet Scroll,out of stock,new,https://www.beelittle.in/store/item/Scarlet+Scroll?id=13570,https://www.beelittle.in/aalam/stock/item/13570/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-040,Scarlet Scroll,Scarlet Scroll,out of stock,new,https://www.beelittle.in/store/item/Scarlet+Scroll?id=13571,https://www.beelittle.in/aalam/stock/item/13571/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-040,Scarlet Scroll,Scarlet Scroll,out of stock,new,https://www.beelittle.in/store/item/Scarlet+Scroll?id=13572,https://www.beelittle.in/aalam/stock/item/13572/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-040,Scarlet Scroll,Scarlet Scroll,out of stock,new,https://www.beelittle.in/store/item/Scarlet+Scroll?id=13573,https://www.beelittle.in/aalam/stock/item/13573/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
1-SFR-03-041,Spring Rose,Spring Rose,out of stock,new,https://www.beelittle.in/store/item/Spring+Rose?id=13574,https://www.beelittle.in/aalam/stock/item/13574/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,549.0 INR
1-SFR-36-041,Spring Rose,Spring Rose,out of stock,new,https://www.beelittle.in/store/item/Spring+Rose?id=13575,https://www.beelittle.in/aalam/stock/item/13575/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-041,Spring Rose,Spring Rose,out of stock,new,https://www.beelittle.in/store/item/Spring+Rose?id=13576,https://www.beelittle.in/aalam/stock/item/13576/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-041,Spring Rose,Spring Rose,out of stock,new,https://www.beelittle.in/store/item/Spring+Rose?id=13577,https://www.beelittle.in/aalam/stock/item/13577/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-041,Spring Rose,Spring Rose,out of stock,new,https://www.beelittle.in/store/item/Spring+Rose?id=13578,https://www.beelittle.in/aalam/stock/item/13578/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
1-SFR-03-042,Tropical Bloom,Tropical Bloom,out of stock,new,https://www.beelittle.in/store/item/Tropical+Bloom?id=13579,https://www.beelittle.in/aalam/stock/item/13579/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,549.0 INR
1-SFR-36-042,Tropical Bloom,Tropical Bloom,out of stock,new,https://www.beelittle.in/store/item/Tropical+Bloom?id=13580,https://www.beelittle.in/aalam/stock/item/13580/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-042,Tropical Bloom,Tropical Bloom,out of stock,new,https://www.beelittle.in/store/item/Tropical+Bloom?id=13581,https://www.beelittle.in/aalam/stock/item/13581/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-042,Tropical Bloom,Tropical Bloom,out of stock,new,https://www.beelittle.in/store/item/Tropical+Bloom?id=13582,https://www.beelittle.in/aalam/stock/item/13582/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-042,Tropical Bloom,Tropical Bloom,out of stock,new,https://www.beelittle.in/store/item/Tropical+Bloom?id=13583,https://www.beelittle.in/aalam/stock/item/13583/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
1-SFR-03-043,Micro Plant,Micro Plant,out of stock,new,https://www.beelittle.in/store/item/Micro+Plant?id=13584,https://www.beelittle.in/aalam/stock/item/13584/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,549.0 INR
1-SFR-36-043,Micro Plant,Micro Plant,out of stock,new,https://www.beelittle.in/store/item/Micro+Plant?id=13585,https://www.beelittle.in/aalam/stock/item/13585/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-043,Micro Plant,Micro Plant,out of stock,new,https://www.beelittle.in/store/item/Micro+Plant?id=13586,https://www.beelittle.in/aalam/stock/item/13586/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-043,Micro Plant,Micro Plant,out of stock,new,https://www.beelittle.in/store/item/Micro+Plant?id=13587,https://www.beelittle.in/aalam/stock/item/13587/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-043,Micro Plant,Micro Plant,out of stock,new,https://www.beelittle.in/store/item/Micro+Plant?id=13588,https://www.beelittle.in/aalam/stock/item/13588/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
2-SJB-03-252,Milky Way - 0-3M,Milky Way - 0-3M,in stock,new,https://www.beelittle.in/store/item/Milky+Way+-+0-3M?id=13589,https://www.beelittle.in/aalam/stock/item/13589/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
2-SJB-03-253,Bingo Flamingo - 0-3M,Bingo Flamingo - 0-3M,in stock,new,https://www.beelittle.in/store/item/Bingo+Flamingo+-+0-3M?id=13590,https://www.beelittle.in/aalam/stock/item/13590/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
2-SJB-03-254,Very Berry Strawberry - 0-3M,Very Berry Strawberry - 0-3M,out of stock,new,https://www.beelittle.in/store/item/Very+Berry+Strawberry+-+0-3M?id=13591,https://www.beelittle.in/aalam/stock/item/13591/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
2-SJB-03-255,Puffy Skies - 0-3M,Puffy Skies - 0-3M,out of stock,new,https://www.beelittle.in/store/item/Puffy+Skies+-+0-3M?id=13592,https://www.beelittle.in/aalam/stock/item/13592/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
2-SJB-03-256,Magical Unicorn - 0-3M,Magical Unicorn - 0-3M,out of stock,new,https://www.beelittle.in/store/item/Magical+Unicorn+-+0-3M?id=13593,https://www.beelittle.in/aalam/stock/item/13593/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
2-SJB-03-257,Crown A Little - 0-3M,Crown A Little - 0-3M,out of stock,new,https://www.beelittle.in/store/item/Crown+A+Little+-+0-3M?id=13594,https://www.beelittle.in/aalam/stock/item/13594/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,325.0 INR
